date,city,name,platform,address,neighborhood,food_type,categories,rating,num_ratings,price_range,delivery_fee,delivery_time,min_order,is_promoted,is_new,latitude,longitude,restaurant_url,image_url,source_url,crawl_id
,Alcala De Henares,Kebab Constitución,Glovo,,,Arabe 34690,,4.6,176,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-constitucion-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,The Urban Kebab,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/the-urban-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebabish,Glovo,,,Arabe 34690,,4.3,46,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebabish-hen/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Dubai Kebab,Glovo,,,Arabe 34690,,4.7,68,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/dubai-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Pareesa Kebab,Glovo,,,Arabe 34690,,4.35,33,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pareesa-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Walibaba Kebab House,Glovo,,,Arabe 34690,,4.4,10,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/walibaba-kebab-house-alcala-de-hernares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Torrejon Doner Kebab House,Glovo,,,Arabe 34690,,4.2,30,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/torrejon-doner-kebab-house-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebab Barbacoa Alcalá De Henares,Glovo,,,Arabe 34690,,4.1,47,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-barbacoa-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Más Kebab Alcalá,Glovo,,,Arabe 34690,,4.8,86,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/mas-kebab-alcala-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Taj Mahal Blue,Glovo,,,Arabe 34690,,5.0,10,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/taj-mahal-blue-restaurant-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Moti Kebab House,Glovo,,,Arabe 34690,,4.75,39,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/moti-kebab-house-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebab Alcalá,Glovo,,,Arabe 34690,,4.75,22,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-alcala-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebab House,Glovo,,,Arabe 34690,,4.6,11,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-house-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Doner Garden,Glovo,,,Arabe 34690,,4.55,88,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/doner-garden-alcala-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Shawarma 28,Glovo,,,Arabe 34690,,4.6,33,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/shawarma-28-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Madrid Kebab,Glovo,,,Arabe 34690,,4.5,17,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/madrid-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebab Parsa,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-parsa-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Kebab Ela,Glovo,,,Arabe 34690,,4.3,10,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/kebab-ela-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Doner kebab,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/doner-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Dubai Kebab Y Pizza,Glovo,,,Arabe 34690,,2.95,22,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/dubai-kebab-y-pizza-acala-de-henares-y-torrejon-de-ardoz/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Tui Kebab Pizzería,Glovo,,,Arabe 34690,,4.65,41,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/tui-kebab-pizzeria-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,La Estrella Fried Bar,Glovo,,,Arabe 34690,,4.65,10,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/la-estrella-fried-bar-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,La Estrella Hamburguesa Bar,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/la-estrella-hamburguesa-bar-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,TC Shawarmas,Glovo,,,Arabe 34690,,4.6,35,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/tc-shawarmas-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Beykebap Oasiz,Glovo,,,Arabe 34690,,4.7,72,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/beykebap-oasiz-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,La Cocina De Ela,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/la-cocina-de-ela-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Asia Doner Kebab 2,Glovo,,,Arabe 34690,,4.75,66,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/asia-doner-kebab-2-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Estrella Bar - Kebab,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/estrella-bar-kebab-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería La Bufala & Kebab House,Glovo,,,Arabe 34690,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-la-bufala-and-kebab-house-hen/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/arabe_34690/,CC-MAIN-2023-23
,A Coruna,Gasthof,Glovo,,,,,4.95,390,,,,,False,False,,,https://glovoapp.com/es/es/a-coruna/gasthof-a-grela-a-coruna/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/a-coruna/restaurantes_1/search-glovo/gasthof/,CC-MAIN-2023-23
,Alcala De Henares,Pomodoro,Glovo,,,Pizza 34701,,4.8,129,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pomodoro-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería Alcalá,Glovo,,,Pizza 34701,,4.55,125,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-alcala-alcala-de-henares-y-torrejon-de-ardoz/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizza Hut,Glovo,,,Pizza 34701,,4.65,176,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizza-hut-alcal-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería Carlos,Glovo,,,Pizza 34701,,4.9,134,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-carlos-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Papizza,Glovo,,,Pizza 34701,,4.9,41,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/papizza-hen/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,L'Impasto Pizzería,Glovo,,,Pizza 34701,,4.75,80,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/limpasto-pizzeria-alcala-de-henares-y-torrejon-de-ardoz/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,King Kebab Pizzeria,Glovo,,,Pizza 34701,,5.0,27,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/king-kebab-pizzeria-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Sabora Pizza,Glovo,,,Pizza 34701,,4.75,35,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/sabora-pizza-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Puerto Madero - Alcalá De Henares,Glovo,,,Pizza 34701,,5.0,39,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/puerto-madero-alcala-de-henares-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizza Nápoles Alcalá,Glovo,,,Pizza 34701,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizza-napoles-alcala-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería Hot&Cold,Glovo,,,Pizza 34701,,5.0,14,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-hotandcold-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Papa John's,Glovo,,,Pizza 34701,,4.7,182,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/papa-john-s-hen/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,IT - Italian Trattoria,Glovo,,,Pizza 34701,,3.9,55,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/it-italian-trattoria-alcala-de-henares-y-torrejon-de-ardoz/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Ca'Tabla,Glovo,,,Pizza 34701,,4.8,65,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/ca-tabla-alcala-de-henares-y-torrejon-de-ardoz/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería Bella Napoli,Glovo,,,Pizza 34701,,4.8,36,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-bella-napoli-alcala-de-hernares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Pizzería Turca,Glovo,,,Pizza 34701,,,,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/pizzeria-turca-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Domino's Pizza,Glovo,,,Pizza 34701,,4.8,87,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/dominos-pizza-alcala-de-henares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Francesco's Pizza,Glovo,,,Pizza 34701,,4.7,117,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/francescos-pizza/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
,Alcala De Henares,Telepizza,Glovo,,,Pizza 34701,,4.85,43,,,,,False,False,,,https://glovoapp.com/es/es/alcala-de-henares/telepizza-alcaladehenares/,"https://res.cloudinary.com/glovoapp/image/fetch/f_svg,c_pad,q_auto:low,h_179,w_351,b_transparent/https://glovoapp.com/images/svg/bckg-pattern.svg",https://glovoapp.com/es/es/alcala-de-henares/restaurantes_1/pizza_34701/,CC-MAIN-2023-23
